#RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,NumOfProducts,HasCrCard,EstimatedSalary,Exited,Balance
976,15755262,McDonald,608,Female,41,3,1,0,199305,1,89764
977,15663438,Andrejew,688,Male,36,0,1,1,177384,1,89772
978,15654772,Kwemto,640,Female,47,6,2,0,13784,1,89799
979,15668504,Lucchesi,770,Male,36,2,1,1,105923,0,89800
980,15734610,Onio,543,Male,42,4,3,1,85984,1,89839
981,15714634,Nebechi,837,Male,26,4,2,1,175477,0,89900
982,15814022,Lassetter,714,Female,26,9,1,1,46203,0,89929
983,15797692,Volkova,659,Female,33,7,1,1,136540,0,89940
984,15726032,Enyinnaya,608,Male,33,9,1,1,68777,0,89969
985,15708162,Thomson,565,Female,40,1,2,0,121084,0,89995
986,15589358,Stanley,848,Male,31,4,2,1,193133,0,90018
987,15692664,Diribe,677,Female,58,1,1,0,2988,0,90023
988,15755521,Ma,660,Female,48,0,2,0,187605,1,90044
989,15586039,Bergamaschi,471,Female,36,5,2,1,96367,0,90064
990,15723706,Abbott,573,Female,33,0,1,1,137477,0,90125
991,15612043,Hammonds,418,Male,36,7,1,1,69158,0,90145
992,15583692,Chan,591,Female,35,2,2,1,57065,0,90194
993,15671534,Hovell,646,Female,57,6,1,1,13911,1,90212
994,15708513,Bevan,446,Female,39,1,1,1,191350,0,90217
995,15745452,Sun,651,Male,41,1,1,1,174338,0,90218
996,15570508,Azubuike,600,Male,49,7,1,1,91348,0,90219
997,15733138,Paterson,663,Male,42,5,1,1,79170,0,90249
998,15600813,Hyde,717,Male,50,9,1,1,124627,0,90306
999,15701164,Onyeorulu,506,Female,34,4,1,1,159235,0,90308
1000,15767391,Otutodilinna,565,Female,32,4,2,0,118740,0,90323
1001,15797276,Sturt,662,Female,41,4,1,1,75885,1,90351
1002,15662658,Grieve,651,Male,34,2,2,0,193598,0,90355
1003,15787014,King,648,Female,28,8,1,1,146852,0,90371
1004,15672516,Wall,541,Male,51,7,2,1,179862,0,90373
1005,15635197,Glover,640,Male,26,5,1,1,3299,0,90403
1006,15698184,Marshall,484,Female,50,2,2,0,48171,0,90408
1007,15793046,Holden,619,Female,35,4,1,1,20555,0,90413
1008,15717643,Band,728,Female,34,6,2,1,11598,0,90425
1009,15706815,Samoylova,515,Male,37,2,1,1,188366,1,90433
1010,15629985,Eidson,723,Female,47,10,2,0,103379,1,90450
1011,15803526,Eremenko,685,Male,30,3,1,0,63083,0,90537
1012,15805523,Nnaife,717,Female,28,1,1,0,74801,0,90537
1013,15570086,Lynch,684,Male,18,9,1,0,4777,0,90544
1014,15613471,Wiley,579,Male,31,2,2,1,18800,0,90547
1015,15802351,Beers,755,Female,33,6,2,1,42608,0,90560
1016,15768120,Brown,702,Male,36,9,2,1,174269,0,90560
1017,15812920,Nwabugwu,607,Male,40,5,1,0,181598,0,90595
1018,15696175,Echezonachukwu,602,Male,35,7,2,1,51695,0,90602
1019,15589739,North,698,Male,41,3,1,1,14357,0,90605
1020,15792388,Li,645,Female,48,7,1,1,149139,0,90612
1021,15770711,Lu,766,Female,28,4,1,0,21597,0,90697
1022,15778157,Murray,598,Male,27,8,2,1,109296,0,90722
1023,15752193,Burton,421,Male,34,6,1,1,12163,0,90723
1024,15685826,Hsiung,563,Male,30,7,1,1,122269,0,90728
1025,15788022,Sternberg,802,Female,41,4,2,0,169184,0,90758
1026,15603565,Mackenzie,603,Female,56,5,2,1,162224,1,90779
1027,15701175,Bruno,493,Female,33,8,1,1,59660,0,90792
1028,15719541,Flannagan,675,Male,31,2,2,1,60271,0,90826
1029,15703177,Bell,654,Female,35,2,1,1,86764,0,90866
1030,15772618,Tyler,665,Male,25,7,1,0,112257,0,90921
1031,15594902,Lombardi,518,Male,38,3,1,0,162305,0,90958
1032,15763381,Chan,496,Male,30,0,1,0,27802,0,90963
1033,15759317,Vasilieva,748,Female,27,2,1,1,131662,0,90972
1034,15728608,Walker,688,Female,34,9,2,0,163783,0,91026
1035,15709142,Sagese,608,Female,30,2,2,1,132973,0,91057
1036,15697020,Hs?eh,618,Male,39,2,1,1,26579,0,91069
1037,15759381,Johnson,617,Male,61,7,1,1,101840,0,91070
1038,15575694,Yobachukwu,729,Female,45,7,2,1,71133,0,91091
1039,15610972,Crawford,681,Female,44,4,2,0,24209,1,91116
1040,15601172,Nelson,672,Male,31,6,1,1,177296,0,91126
1041,15593496,Korovin,526,Female,36,5,1,0,58112,0,91132
1042,15579207,Watkins,545,Male,37,3,1,1,105477,0,91184
1043,15625713,Lindeman,679,Female,39,7,1,0,6075,0,91188
1044,15792646,Trentino,647,Female,64,1,1,1,41800,0,91216
1045,15709016,North,687,Female,47,1,1,0,158845,1,91219
1046,15758031,Lazarev,760,Male,38,3,1,0,80682,0,91242
1047,15662501,Ebelechukwu,583,Male,48,3,1,1,60017,1,91247
1048,15797246,Terry,621,Female,34,2,2,1,44857,0,91259
1049,15785865,Mazzanti,711,Male,58,9,2,1,26768,0,91285
1050,15708236,Wright,491,Female,72,6,1,1,7033,0,91285
1051,15804075,Chuang,628,Female,36,3,1,1,63086,0,91287
1052,15779390,Theus,850,Female,31,4,1,1,162149,0,91293
1053,15679743,Genovesi,607,Female,33,8,1,0,130825,0,91302
1054,15645593,Trevisani,599,Female,41,2,1,1,115725,0,91329
1055,15745083,Lei,613,Male,59,8,1,0,27965,1,91416
1056,15743714,Ch'ien,468,Male,46,7,1,1,10958,0,91444
1057,15781553,Chung,760,Female,49,9,1,1,117233,1,91503
1058,15679062,Morrison,734,Female,47,10,2,1,138836,0,91522
1059,15634844,Miller,598,Male,41,3,1,1,191469,1,91537
1060,15756535,Chibugo,733,Male,39,5,1,1,93783,0,91539
1061,15756901,Ch'ang,641,Female,26,4,2,0,28157,0,91548
1062,15756148,Nnanna,765,Male,45,2,1,1,47139,0,91550
1063,15794849,Aitken,850,Male,22,7,2,0,10541,0,91561
1064,15794257,Hsiung,651,Male,34,4,1,1,123954,0,91563
1065,15814816,Kambinachi,466,Male,40,4,1,1,141210,1,91592
1066,15596671,Endrizzi,603,Female,42,8,1,0,144675,1,91611
1067,15640464,Parkes,605,Male,41,5,1,1,28428,0,91613
1068,15766047,Sukhorukova,748,Female,41,2,1,1,71139,0,91622
1069,15604304,Perry,539,Female,34,4,1,1,136603,0,91622
1070,15601659,Fiorentino,496,Female,59,7,2,1,163141,1,91680
1071,15711602,Lowrie,676,Female,36,3,1,1,95393,0,91712
1072,15795132,Molineux,735,Female,25,3,1,0,28411,0,91719
1073,15722532,Angelo,690,Female,36,10,1,1,135785,0,91760
1074,15607065,Chinedum,765,Male,34,9,1,0,138280,0,91835
1075,15608541,Claiborne,498,Male,46,1,1,1,101955,1,91858
1076,15684908,Davidson,540,Male,64,1,1,0,95421,0,91870
1077,15724863,Sheppard,420,Female,55,4,1,1,144870,1,91893
1078,15724684,Sung,610,Male,46,5,1,1,54394,0,91898
1079,15661656,Onwumelu,633,Male,38,2,2,1,107673,0,91903
1080,15748854,Sung,723,Female,28,5,1,1,143482,0,91938
1081,15736254,Ch'ang,654,Male,29,2,1,1,37066,0,91956
1082,15679429,Bell,694,Male,32,0,1,1,59962,0,91956
1083,15571752,Romani,668,Female,32,10,1,1,43596,0,92042
1084,15771299,Nnachetam,707,Female,57,1,1,1,164064,1,92053
1085,15792176,Henty,698,Female,40,0,1,1,143682,0,92053
1086,15643865,Lo Duca,601,Female,40,3,1,0,164652,1,92055
1087,15750867,Nucci,489,Female,46,8,1,1,147223,1,92060
1088,15727944,Simpkinson,701,Female,48,1,1,1,133992,0,92073
1089,15777211,Herrera,515,Male,65,7,1,1,142548,0,92114
1090,15704819,Ositadimma,734,Female,39,6,2,0,112973,0,92126
1091,15660155,Lorenzo,792,Male,36,5,1,0,67469,0,92140
1092,15658716,Banks,667,Female,37,5,3,1,178106,1,92171
1093,15576162,King,615,Male,32,7,1,1,2756,0,92200
1094,15643967,Chineze,652,Female,37,4,1,0,197700,1,92209
1095,15772381,Brient,589,Male,38,8,1,1,99107,0,92219
1096,15777743,Cattaneo,705,Female,39,3,1,1,54517,0,92225
1097,15798024,Lori,537,Male,84,8,1,1,186236,0,92242
1098,15756277,Wilson,850,Female,43,8,2,1,54950,0,92245
1099,15766810,Onyemauchechi,699,Female,51,2,2,0,91346,0,92246
1100,15804256,Hale,765,Male,36,8,2,1,72925,0,92311
1101,15732644,Evans,567,Female,54,5,2,1,158591,1,92316
1102,15697678,Maxwell,590,Male,36,6,2,1,174668,0,92341
1103,15713819,Walsh,562,Male,48,3,1,1,163117,0,92348
1104,15663917,Adams,547,Male,43,1,1,0,80263,0,92350
1105,15808182,Beneventi,478,Female,36,3,2,1,44913,0,92363
1106,15627262,Soto,536,Male,23,6,2,1,120662,0,92367
1107,15778304,Fan,646,Male,24,0,1,1,18897,0,92398
1108,15728912,Swanson,554,Female,44,6,1,1,126034,0,92437
1109,15574169,Trevisano,595,Female,32,0,1,1,4721,0,92466
1110,15599078,Yang,619,Female,41,5,1,1,38270,0,92468
1111,15733705,Bull,577,Female,30,8,2,0,126435,0,92472
1112,15795586,McDonald,478,Male,35,1,1,1,178626,0,92474
1113,15696371,Thomas,812,Female,24,1,1,0,83247,0,92477
1114,15672467,Coles,766,Female,52,7,2,0,66194,0,92511
1115,15793366,Humphreys,781,Male,35,7,2,1,173838,0,92526
1116,15622003,Carslaw,745,Male,35,9,2,1,161520,0,92567
1117,15714750,Northey,690,Female,42,3,2,0,70811,0,92578
1118,15773520,Begg,672,Female,43,4,2,1,167337,0,92600
1119,15813144,Osborne,554,Female,26,7,2,1,192710,0,92607
1120,15662232,Learmonth,675,Male,42,2,2,1,8567,0,92617
1121,15625311,Dickinson,589,Female,41,7,1,1,101179,0,92619
1122,15675252,Martin,734,Female,39,3,2,1,125671,0,92637
1123,15812832,Jideofor,562,Male,33,8,2,1,1354,0,92659
1124,15798824,Kennedy,671,Male,38,0,2,1,3648,0,92675
1125,15652948,Yen,738,Male,33,4,1,1,105818,0,92676
1126,15583278,Greece,743,Female,36,8,1,1,33694,0,92717
1127,15700325,Onyeoruru,644,Female,24,8,1,1,35897,0,92761
1128,15794414,Forbes,507,Male,46,6,1,1,51424,0,92784
1129,15630725,Johnson,649,Female,45,5,1,1,173366,1,92787
1130,15689351,Johnson,742,Female,41,4,1,0,73744,1,92806
1131,15744689,T'ang,479,Male,35,9,1,1,99450,1,92834
1132,15595036,Doherty,726,Male,30,7,1,1,146154,0,92848
1133,15589019,Morant,633,Female,33,4,1,1,159813,0,92855
1134,15654577,Alexeeva,549,Male,54,5,1,1,2620,1,92877
1135,15601012,Abdullah,802,Female,60,3,1,1,39474,1,92887
1136,15581280,Atkinson,714,Male,29,6,1,1,69578,0,92887
1137,15769980,Singleton,705,Female,40,3,1,1,109497,0,92890
1138,15619608,Ojiofor,454,Female,50,10,1,1,154344,1,92896
1139,15790744,Nash,850,Female,34,9,2,1,97466,0,92899
1140,15654851,Obialo,748,Male,44,2,1,0,85495,0,92912
1141,15796838,Chibugo,703,Male,58,4,1,0,85149,0,92931
1142,15591932,Ford,680,Male,32,5,1,1,116958,0,92962
1143,15702741,Potts,601,Male,32,8,1,1,86957,0,93013
1144,15703563,P'eng,774,Male,40,9,2,1,191609,0,93017
1145,15642041,Burns,727,Male,40,1,2,1,71865,1,93052
1146,15642345,Y?,714,Female,49,4,1,1,7572,1,93059
1147,15808334,Mackay,776,Female,37,1,2,1,196079,0,93124
1148,15587640,Rowntree,718,Female,43,0,1,1,167555,0,93143
1149,15745527,Burke,655,Male,37,5,2,1,66214,0,93147
1150,15670859,Smith,718,Female,39,7,2,1,190746,0,93149
1151,15605341,Baird,681,Female,58,8,1,1,139761,0,93174
1152,15748649,Shen,644,Male,40,8,1,1,73882,0,93183
1153,15687913,Mai,501,Female,34,7,1,0,199806,0,93244
1154,15632576,Yashina,520,Male,31,4,1,1,77336,0,93249
1155,15588955,Mazzi,581,Female,43,5,3,1,141036,1,93260
1156,15574071,Muravyova,706,Male,23,2,2,0,127187,0,93302
1157,15570769,Kibble,494,Male,69,9,1,1,24489,0,93321
1158,15814032,Hsieh,807,Female,31,1,2,0,172783,0,93460
1159,15675320,Leonard,758,Female,40,5,2,0,123219,0,93500
1160,15611024,Kalinina,567,Female,23,9,1,0,81426,0,93522
1161,15709004,Mai,528,Male,22,5,2,0,962,0,93547
1162,15749583,Bellucci,686,Female,38,2,3,0,10137,1,93570
1163,15593959,Travis,524,Male,28,1,1,1,51671,0,93577
1164,15775067,Fang,606,Male,47,3,2,0,137721,1,93579
1165,15813159,Hairston,526,Male,52,8,1,0,21229,1,93590
1166,15791533,Ch'ien,367,Male,42,6,1,1,168817,1,93608
1167,15777315,Hill,529,Male,43,6,2,0,98349,0,93616
1168,15570908,Harding,687,Female,29,7,1,0,113051,0,93617
1169,15716491,Akabueze,710,Female,51,4,1,0,141401,1,93657
1170,15723989,Carroll,646,Male,40,5,2,1,179473,0,93680
1171,15663478,Baldwin,729,Male,32,6,1,1,79919,0,93694
1172,15711219,Jennings,788,Female,57,8,1,1,180150,1,93717
1173,15595766,Watts,527,Male,37,5,2,1,139094,0,93723
1174,15692002,Skelton,538,Male,33,6,1,1,199249,0,93791
1175,15749019,Wong,545,Male,45,6,2,1,162321,0,93796
1176,15812071,Endrizzi,744,Male,54,6,2,0,140069,0,93806
1177,15673180,Onyekaozulu,727,Female,18,2,2,1,126172,0,93817
1178,15717191,Ferri,508,Male,49,1,2,1,132469,1,93817
1179,15744606,Davidson,832,Male,29,8,1,0,10418,0,93834
1180,15635367,Muir,774,Male,26,2,1,1,28415,0,93845
1181,15684801,Abbott,689,Male,47,1,3,1,156878,1,93872
1182,15669204,Grant,650,Male,23,4,2,1,69055,0,93911
1183,15807239,Lung,664,Female,34,7,1,0,179914,0,93920
1184,15784124,Emenike,645,Male,41,2,1,1,123982,1,93925
1185,15675141,Fraser,569,Female,35,4,1,1,184748,0,93935
1186,15641298,Corones,512,Male,42,9,2,1,14829,0,93956
1187,15764170,Pinto,647,Male,44,4,1,1,36580,1,93960
1188,15624892,Dennis,712,Male,37,7,2,1,60652,0,93979
1189,15669490,Ifeanacho,837,Male,37,6,2,1,140723,0,94002
1190,15700813,Igwebuike,522,Female,25,5,2,1,103269,0,94050
1191,15643658,Barber,850,Male,53,2,2,1,36981,0,94079
1192,15713983,Mao,780,Male,34,5,2,1,177235,0,94109
1193,15806709,Hao,609,Male,33,6,1,0,93718,0,94127
1194,15795571,Patterson,606,Male,36,0,1,0,120138,0,94154
1195,15760521,Thompson,796,Female,50,1,1,1,189415,0,94164
1196,15624775,Onyeoruru,729,Male,67,2,1,0,102391,0,94204
1197,15571302,Estep,529,Male,72,5,1,1,78696,0,94216
1198,15765846,Chuang,820,Female,31,2,1,1,103571,0,94223
1199,15779492,Trevisano,796,Male,56,6,1,0,121165,1,94231
1200,15640258,Chou,685,Female,50,6,2,1,50664,1,94239
1201,15671789,Woods,616,Male,31,3,2,1,168895,0,94264
1202,15585198,Bergamaschi,715,Male,41,4,1,0,152821,1,94268
1203,15743490,Zikoranachidimma,795,Female,56,9,1,1,29239,1,94349
1204,15597109,Vanzetti,627,Male,70,1,1,0,145300,0,94417
1205,15674368,Riley,738,Female,39,1,2,0,189431,0,94435
1206,15777826,Wofford,643,Male,30,5,1,1,165614,0,94444
1207,15631072,Huie,690,Male,38,1,2,0,55034,0,94456
1208,15739997,Capon,716,Female,23,2,2,0,185901,0,94465
1209,15574886,Palerma,706,Male,32,6,1,1,146950,0,94486
1210,15606836,Lombardo,782,Female,33,2,1,0,101866,0,94493
1211,15795124,Pan,726,Male,50,9,1,0,5079,0,94504
1212,15607098,Ahmed,747,Female,41,5,2,1,194927,0,94521
1213,15789974,Enemuo,713,Male,33,6,1,0,197520,1,94598
1214,15657868,Serra,850,Male,40,6,1,1,36690,0,94607
1215,15768282,Perez,724,Male,36,6,2,1,10627,0,94615
1216,15710390,Uspensky,655,Female,39,6,2,1,148949,0,94631
1217,15658589,Brady,850,Male,38,2,1,1,171961,0,94652
1218,15783025,Piazza,723,Male,37,3,2,1,121240,0,94662
1219,15781884,Knox,624,Male,27,9,2,0,4471,0,94667
1220,15654372,Pearce,462,Male,34,1,2,1,138478,0,94683
1221,15798348,Chukwuebuka,600,Female,50,6,1,1,50489,0,94684
1222,15801188,Milliner,774,Female,47,6,1,0,61451,0,94723
1223,15637650,Williams,549,Male,50,9,2,0,13608,0,94749
1224,15777901,Lindell,640,Female,43,9,1,1,184006,1,94752
1225,15799653,Fiorentino,583,Female,32,7,2,1,18149,0,94754
1226,15687634,Glover,561,Male,49,5,1,1,26691,0,94754
1227,15662263,Castillo,749,Male,22,4,2,1,42242,0,94762
1228,15744295,Hao,756,Male,40,1,1,1,114280,0,94773
1229,15641416,Shaffer,732,Female,61,9,2,1,157528,1,94867
1230,15626882,Stobie,662,Male,37,5,1,1,48234,0,94901
1231,15606849,Blackall,698,Female,27,1,1,1,40340,0,94921
1232,15709846,Yeh,840,Female,39,1,1,1,84488,0,94969
1233,15595657,Hannam,649,Male,40,4,1,0,123203,0,95001
1234,15573741,Aliyeva,698,Male,38,10,1,1,105228,0,95011
1235,15791102,Mai,549,Male,41,9,3,1,131711,1,95021
1236,15688760,Obialo,522,Female,37,3,1,1,129108,0,95023
1237,15669589,Page,491,Female,68,1,1,0,116471,1,95039
1238,15698321,Yobanna,648,Male,34,3,2,1,147056,0,95040
1239,15653050,Norriss,719,Female,76,10,1,1,176245,0,95052
1240,15737735,Grant,683,Male,40,4,1,1,116817,1,95053
1241,15705639,Onyemauchechukwu,692,Female,28,8,2,1,44420,0,95059
1242,15751227,Ebelegbulam,807,Male,47,1,1,0,127875,0,95121
1243,15659098,Toscano,669,Male,30,7,1,0,19799,0,95129
1244,15721917,Chuang,559,Female,38,8,1,1,86575,0,95139
1245,15646091,Frankland,560,Female,43,4,2,1,123181,1,95140
1246,15612071,Wilson,763,Female,32,10,1,0,81310,0,95154
1247,15694237,McEwan,744,Male,39,4,1,1,19410,0,95162
1248,15576304,Bailey,698,Male,29,5,1,1,152723,0,95168
1249,15684319,Baranova,780,Female,37,10,1,1,126310,1,95196
1250,15664001,Riddle,695,Female,53,8,1,0,70141,1,95232
1251,15795511,Vasiliev,800,Male,39,4,1,1,13906,0,95253
1252,15607634,Cobb,606,Male,40,9,2,0,96986,0,95294
1253,15704284,Ekechukwu,736,Male,57,9,1,1,28434,1,95295
1254,15778515,Wu,748,Male,40,3,1,0,171516,0,95297
1255,15793896,John,677,Male,40,7,1,1,62945,0,95313
1256,15731951,Reilly,689,Female,28,5,1,1,6130,1,95329
1257,15634218,Mancini,501,Male,27,4,2,1,132105,0,95332
1258,15782899,Ginn,661,Female,28,7,1,0,102297,0,95357
1259,15759244,Boone,687,Male,44,8,2,1,1788,0,95368
1260,15716501,Moon,659,Male,32,9,1,0,187551,0,95377
1261,15633877,Morrison,706,Female,42,8,1,1,75732,0,95387
1262,15812607,Wilson,663,Female,46,6,1,1,21039,1,95439
1263,15736008,Hunter,644,Female,46,9,1,1,108761,1,95441
1264,15611544,Ibeamaka,701,Male,36,7,2,1,189085,0,95448
1265,15631639,Uspensky,704,Female,40,6,1,0,179965,0,95453
1266,15781326,Ford,636,Male,35,9,1,0,169287,0,95478
1267,15700255,Robson,814,Male,44,8,2,0,107014,0,95489
1268,15803941,Seleznev,600,Male,46,10,1,0,19842,0,95502
1269,15806913,Bishop,670,Female,54,2,1,1,63213,0,95507
1270,15693131,Watts,581,Female,24,3,1,1,45755,0,95508
1271,15634245,Muecke,758,Female,47,9,1,1,73294,0,95523
1272,15707362,Yin,514,Male,43,1,1,0,199274,1,95556
1273,15605534,Turnbull,644,Female,51,4,1,0,72629,1,95560
1274,15647474,Niu,613,Female,40,9,2,1,60706,0,95624
1275,15721307,Pickering,694,Male,37,1,2,1,100336,0,95669
1276,15617648,Mikkelsen,584,Female,44,5,2,1,106565,0,95672
1277,15800514,Kenechukwu,477,Female,24,2,2,0,162700,1,95676
1278,15713632,Ham,551,Female,48,5,1,0,94978,0,95679
1279,15705301,Parkes,683,Male,41,6,2,1,184366,0,95697
1280,15757648,Marshall,683,Female,35,5,1,0,182567,0,95699
1281,15770424,Onyeorulu,541,Male,40,7,2,1,49063,0,95710
1282,15603135,Boni,634,Female,59,3,1,0,97939,1,95727
1283,15626114,Pearson,429,Male,24,4,1,1,46171,0,95742
1284,15590268,Chu,529,Male,35,5,1,1,112782,0,95773
1285,15642821,Ijendu,383,Female,48,8,1,0,137702,1,95808
1286,15759436,Aksenov,758,Female,50,2,3,1,67944,1,95814
1287,15613172,Sun,628,Male,27,5,2,1,155997,0,95826
1288,15657228,Anderson,545,Male,37,9,2,0,104937,0,95829
1289,15688984,Belonwu,595,Male,20,4,1,1,177739,0,95830
1290,15778463,Ikenna,657,Female,37,6,1,1,122218,0,95846
1291,15748231,Hargreaves,700,Male,35,4,2,1,192933,0,95853
1292,15748947,Chukwuraenye,657,Female,41,5,1,1,68256,0,95858
1293,15640686,Greco,700,Male,46,5,1,1,98273,1,95873
1294,15731412,Trevisano,693,Female,37,6,1,1,38196,0,95900
1295,15693771,Y?an,651,Female,45,8,1,1,84782,1,95923
1296,15710687,Mills,593,Female,33,0,1,1,199478,0,95927
1297,15775339,Lori,520,Female,29,8,1,1,4696,0,95948
1298,15764916,Rowley,616,Female,43,7,1,0,115263,1,95984
1299,15715510,Eluemuno,768,Male,29,2,2,1,73687,0,95985
1300,15743617,Chesnokova,713,Male,47,1,1,1,197529,0,95995
1301,15782404,Hughes,487,Female,34,2,1,0,9085,0,96020
1302,15622454,Zaitsev,695,Male,28,0,1,1,57992,0,96021
1303,15622470,Yeh,772,Male,41,10,1,1,75826,0,96032
1304,15565796,Docherty,745,Male,48,10,1,1,74511,0,96049
1305,15729054,Korovina,744,Male,32,4,1,1,79813,0,96107
1306,15596808,Maclean,679,Male,33,4,1,1,1173,0,96110
1307,15799468,Catchpole,591,Female,34,3,1,0,30972,0,96127
1308,15678427,Genovese,696,Female,27,2,2,1,5984,0,96129
1309,15731815,Nepean,529,Male,63,4,3,1,108733,1,96134
1310,15703199,Golibe,619,Male,38,3,1,0,98995,0,96143
1311,15788189,Matveyeva,665,Female,41,8,1,1,137038,0,96148
1312,15586029,Davis,806,Male,34,2,2,1,143711,0,96153
1313,15765532,Horton,612,Male,76,6,1,1,191393,0,96167
1314,15658987,Kane,557,Female,46,4,2,1,116378,0,96173
1315,15671591,Castiglione,439,Male,52,3,4,1,198875,1,96196
1316,15797190,Charlton,608,Female,40,7,1,0,161155,0,96202
1317,15614929,Cheng,508,Male,28,0,2,1,147914,0,96214
1318,15680430,Ajuluchukwu,601,Female,49,4,2,1,104264,0,96253
1319,15646539,Liao,531,Male,31,3,1,1,56795,0,96288
1320,15664432,Chao,727,Female,49,7,1,1,190458,1,96297
1321,15701319,Baxter,614,Female,37,6,2,1,139377,1,96341
1322,15671148,Barry,490,Male,33,5,2,0,108313,0,96341
1323,15679963,Moretti,737,Male,43,8,1,0,10210,0,96354
1324,15701352,Fanucci,611,Female,28,3,2,1,181419,0,96382
1325,15659949,Chiu,850,Male,31,1,2,1,106534,0,96399
1326,15722991,McGregor,567,Male,54,9,1,0,52035,1,96403
1327,15666173,Chidumaga,793,Female,32,1,1,1,138192,0,96409
1328,15742272,Ozerova,669,Female,44,8,1,0,131609,1,96418
1329,15811127,Volkov,521,Male,35,6,1,1,10488,0,96424
1330,15756926,Atherton,833,Male,29,1,2,0,48986,0,96462
1331,15736397,Wang,544,Male,23,1,1,1,35551,0,96471
1332,15634295,Wilson,470,Male,35,1,1,0,5962,0,96474
1333,15815295,John,662,Female,38,2,1,1,120259,0,96480
1334,15684318,McMillan,582,Female,50,6,2,1,20344,0,96487
1335,15576745,Fyodorov,769,Male,48,2,2,0,197886,0,96542
1336,15789313,Ugorji,595,Female,44,4,2,1,143952,1,96554
1337,15701333,Blackburn,646,Female,37,7,1,0,163427,0,96559
1338,15706199,White,636,Male,36,6,1,0,182059,0,96643
1339,15706021,Buley,665,Female,34,1,2,0,171414,0,96646
1340,15569878,Dale,592,Male,37,3,1,1,3233,0,96651
1341,15566251,Ferrari,618,Female,37,5,1,1,98686,1,96653
1342,15621457,Chu,850,Male,27,6,2,0,152740,0,96655
1343,15618950,Lo Duca,644,Male,26,8,2,1,138776,0,96660
1344,15579433,Pugh,793,Male,29,8,2,0,192121,0,96675
1345,15736146,Afamefula,608,Male,28,4,1,1,49133,0,96680
1346,15601030,Patel,777,Female,34,5,1,1,172619,0,96694
1347,15687492,Anderson,596,Male,32,3,2,0,41788,0,96709
1348,15779103,Cantamessa,527,Female,39,9,2,1,94711,0,96749
1349,15725429,Vincent,623,Male,33,8,1,1,174778,0,96759
1350,15800736,Kirwan,601,Female,42,4,1,1,199243,0,96764
1351,15781127,Giordano,663,Female,33,8,1,1,36864,0,96769
1352,15649858,Simpson,469,Male,37,9,1,1,119891,0,96776
1353,15673333,Wilson,698,Male,52,8,1,1,153374,0,96781
1354,15706223,Barnes,715,Male,38,2,2,1,4555,0,96799
1355,15735549,Lori,810,Male,35,3,2,1,120511,0,96814
1356,15702656,Yobachi,651,Female,33,1,1,1,108765,0,96835
1357,15773789,Pavlova,594,Female,38,7,1,1,77511,0,96858
1358,15587735,Chukwuebuka,850,Male,39,6,1,1,121681,0,96863
1359,15627741,Heath,631,Female,29,2,2,1,31613,0,96864
1360,15809279,Wallace,773,Male,45,8,1,1,113951,0,96877
1361,15637753,O'Sullivan,751,Male,50,2,1,1,77206,1,96888
1362,15718465,Sadler,671,Male,51,3,1,1,176403,1,96891
1363,15608209,Currey,622,Male,33,3,2,1,48554,0,96926
1364,15814236,Kay,537,Female,38,1,1,1,102607,0,96939
1365,15778975,Nnonso,850,Female,70,1,3,1,62283,1,96948
1366,15641183,Chin,731,Male,25,8,1,1,97878,0,96950
1367,15718852,Uren,794,Male,56,9,1,1,71777,0,96951
1368,15738907,Tobenna,798,Female,60,6,1,1,31907,1,96956
1369,15739054,Y?,654,Female,29,4,1,0,141404,0,96975
1370,15761525,Shaw,727,Female,31,10,2,0,76614,0,96997
1371,15714080,Goliwe,566,Female,40,2,2,1,154486,0,97001
1372,15700209,Walker,486,Male,63,9,1,1,85101,0,97009
1373,15641877,Ross,681,Male,47,9,1,1,2168,0,97023
1374,15643671,Chiekwugo,696,Male,49,5,2,1,152451,1,97036
1375,15586517,Toscano,647,Male,32,5,1,1,23133,0,97041
1376,15584536,Barber,720,Male,46,3,1,1,133517,1,97043
1377,15625175,Palerma,742,Female,43,6,1,0,60920,1,97068
1378,15616088,Lucas,782,Female,70,7,1,0,131177,0,97072
1379,15693683,Yuille,814,Male,29,8,2,1,197276,0,97086
1380,15624519,Calabrese,656,Female,49,9,1,1,74771,1,97093
1381,15794048,Wan,667,Female,48,1,2,0,113317,1,97134
1382,15583067,McMillan,687,Female,36,4,1,0,63185,0,97158
1383,15778861,Wallace,720,Male,33,6,1,0,91881,0,97189
1384,15758775,Vasilyeva,820,Male,34,10,1,1,59553,0,97208
1385,15715597,Onyemauchechi,679,Male,36,1,1,1,188997,0,97235
1386,15779711,Gray,750,Female,38,7,2,0,179883,0,97257
1387,15589975,Maclean,646,Female,73,6,1,0,104720,0,97259
1388,15775307,Sung,490,Female,38,3,1,1,92797,0,97266
1389,15634180,Holden,729,Male,26,4,2,1,39356,0,97268
1390,15774744,Lord,664,Male,33,7,2,1,143433,0,97286
1391,15780804,Nucci,482,Male,55,5,1,0,78416,0,97318
1392,15584785,Ogochukwu,660,Male,37,2,1,1,23292,0,97325
1393,15756301,Daniels,636,Female,29,3,1,0,131924,0,97325
1394,15604314,Webb,703,Female,26,1,1,1,63717,0,97331
